14:29:44.512 [MainThread] INFO    thonny: Thonny version: 4.1.7
17:50:36.462 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000000)  # 1000 Hz (1 kHz)\npwm2.freq(1000000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_410', local_cwd='C:\\Users\\lucas')
17:50:36.463 [MainThread] INFO    thonny: TIME/MODS 0.943 After Run 
17:57:36.512 [MainThread] INFO    thonny: TIME/MODS 420.050 Before Run 
17:57:36.571 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000000)  # 1000 Hz (1 kHz)\npwm2.freq(1000000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.5)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_415', local_cwd='C:\\Users\\lucas')
17:57:36.572 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:57:36.578 [MainThread] INFO    thonny: TIME/MODS 0.065 After Run 
17:59:02.067 [MainThread] INFO    thonny: TIME/MODS 85.489 Before Run 
17:59:02.067 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:59:04.100 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\npwm.duty(512)  # 50% do duty cycle\npwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.5)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_417', local_cwd='C:\\Users\\lucas')
17:59:04.100 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:59:04.105 [MainThread] INFO    thonny: TIME/MODS 2.038 After Run 
17:59:21.394 [MainThread] INFO    thonny: TIME/MODS 17.289 Before Run 
17:59:21.395 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:59:21.775 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\n# pwm.duty(512)  # 50% do duty cycle\n# pwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 65535, 500):\n        print(duty)\n        pwm.duty_u16(duty)\n        pwm2.duty_u16(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.5)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_419', local_cwd='C:\\Users\\lucas')
17:59:21.776 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:59:21.780 [MainThread] INFO    thonny: TIME/MODS 0.386 After Run 
17:59:58.597 [MainThread] INFO    thonny: TIME/MODS 36.817 Before Run 
17:59:58.597 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
17:59:58.955 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\n# pwm.duty(512)  # 50% do duty cycle\n# pwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024):\n        print(duty)\n        pwm.duty(duty)\n        pwm2.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.5)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_421', local_cwd='C:\\Users\\lucas')
17:59:58.955 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
17:59:58.960 [MainThread] INFO    thonny: TIME/MODS 0.363 After Run 
18:00:40.092 [MainThread] INFO    thonny: TIME/MODS 41.131 Before Run 
18:00:40.092 [MainThread] INFO    thonny.running: Trying to execute current but runner is 'running'
18:00:40.491 [MainThread] INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['-c'], args_str='-c $EDITOR_CONTENT', cmd_line='%Run -c $EDITOR_CONTENT', tty_mode=True, source='from machine import ADC, PWM, Pin\nimport time\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# ADC\n\n# Configurar o pino ao qual o sensor está conectado (por exemplo, GPIO 32)\nadc_pin = Pin(4, mode=Pin.IN)\n\n# Inicializar o ADC\nadc = ADC(adc_pin)\n\n# Configurar a atenuação (opcional, melhora a leitura em diferentes ranges de tensão)\nadc.atten(ADC.ATTN_11DB)  # Opções: ADC.ATTN_0DB, ADC.ATTN_2_5DB, ADC.ATTN_6DB, ADC.ATTN_11DB\n# A atenuação de 11DB é a máxima e permite leituras de 0V a 3,6V\n\n# Configurar a largura do bit (opcional)\nadc.width(ADC.WIDTH_12BIT)  # Opções: ADC.WIDTH_9BIT, ADC.WIDTH_10BIT, ADC.WIDTH_11BIT, ADC.WIDTH_12BIT\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# PWM\n\n# Configurar o pino GPIO onde o PWM será gerado (por exemplo, GPIO15)\npwm_pin = Pin(15)\n\n# Inicializar a saída PWM\npwm = PWM(pwm_pin)\npwm2 = PWM(Pin(2))\n\n# Configurar a frequência do PWM\npwm.freq(1000)  # 1000 Hz (1 kHz)\npwm2.freq(1000)  # 1000 Hz (1 kHz)\n\n# Configurar o duty cycle do PWM (0-1023)\n# pwm.duty(512)  # 50% do duty cycle\n# pwm2.duty(512)  # 50% do duty cycle\n\n# ---------------------------------------------------------------------------------------------------------------------\n\n# Alterar o duty cycle ao longo do tempo e ler o valor do ADC\n\nwhile True:\n    for duty in range(0, 1024):\n        print(duty)\n        pwm.duty(duty)\n        pwm2.duty(duty)\n        \n        valor_adc = adc.read()\n        valor_uv = adc.read_u16()\n        print("Valor ADC:", valor_adc)\n        print("Valor ADC:", valor_uv)\n        \n        time.sleep(0.1)\n\n"""\nO ESP32 possui múltiplos pinos que podem ser usados como entradas ADC (Conversor Analógico-Digital). Existem duas unidades de ADC, ADC1 e ADC2, com um total de 18 canais ADC disponíveis. Aqui estão os pinos que você pode usar para ADC:\n\nADC1 (8 canais)\nGPIO32 (ADC1_CH4)\n\nGPIO33 (ADC1_CH5)\n\nGPIO34 (ADC1_CH6)\n\nGPIO35 (ADC1_CH7)\n\nGPIO36 (ADC1_CH0)\n\nGPIO37 (ADC1_CH1)\n\nGPIO38 (ADC1_CH2)\n\nGPIO39 (ADC1_CH3)\n\nADC2 (10 canais)\nGPIO0 (ADC2_CH1)\n\nGPIO2 (ADC2_CH2)\n\nGPIO4 (ADC2_CH0)\n\nGPIO12 (ADC2_CH5)\n\nGPIO13 (ADC2_CH4)\n\nGPIO14 (ADC2_CH6)\n\nGPIO15 (ADC2_CH3)\n\nGPIO25 (ADC2_CH8)\n\nGPIO26 (ADC2_CH9)\n\nGPIO27 (ADC2_CH7)\n\nNota:\nADC1 vs ADC2:\n\nADC1: Pode ser usado para leituras ADC normalmente, mesmo durante o uso do WiFi.\n\nADC2: Pode ter conflitos quando o WiFi está ativo, pois compartilha recursos de hardware com o WiFi do ESP32.\n"""', name='Run', argv=[], id='cmd_423', local_cwd='C:\\Users\\lucas')
18:00:40.491 [MainThread] INFO    thonny.plugins.micropython.mp_front: Listing serial ports
18:00:40.496 [MainThread] INFO    thonny: TIME/MODS 0.404 After Run 
18:01:52.189 [Thread-18 (_listen_stdout)] INFO    thonny.running: Reader got EOF
18:01:52.310 [MainThread] INFO    thonny.shell: BaseShellText._on_backend_terminated
